id,churn_probability
74567,0.0195
74568,0.003
74569,0.003
74570,0.0045
74571,0.003
74572,0.0015
74573,0.012
74574,0.0225
74575,0.3735
74576,0.0045
74577,0.0315
74578,0.0375
74579,0.0015
74580,0.0045
74581,0.0105
74582,1.3215
74583,0.0225
74584,0.012
74585,1.272
74586,0.003
74587,0.0165
74588,0.006
74589,0.0045
74590,0.0045
74591,0.009
74592,0.0045
74593,0.0315
74594,1.3365
74595,0.0135
74596,0.0075
74597,0.0525
74598,0.021
74599,0.003
74600,0.006
74601,0.0225
74602,0.084
74603,0.0075
74604,0.015
74605,0.003
74606,0.0045
74607,0.006
74608,0.003
74609,0.0615
74610,0.327
74611,0.0375
74612,0.006
74613,0.006
74614,0.015
74615,0.006
74616,1.293
74617,0.0165
74618,0.006
74619,0.003
74620,0.0135
74621,0.0105
74622,0.0045
74623,0.174
74624,0.009
74625,0.0165
74626,0.009
74627,1.1865
74628,0.0075
74629,0.0435
74630,0.003
74631,0.0105
74632,0.0045
74633,1.098
74634,0.012
74635,0.009
74636,0.009
74637,0.006
74638,0.0315
74639,0.009
74640,0.006
74641,0.006
74642,0.0015
74643,0.006
74644,0.0015
74645,0.006
74646,0.009
74647,0.0045
74648,0.003
74649,0.0075
74650,0.0045
74651,0.009
74652,0.003
74653,0.0045
74654,0.018
74655,0.006
74656,0.009
74657,0.003
74658,0.054
74659,0.006
74660,0.0255
74661,0.003
74662,0.18
74663,0.018
74664,0.0
74665,0.018
74666,0.006
74667,0.003
74668,0.0045
74669,0.012
74670,1.1415
74671,0.009
74672,0.015
74673,0.0225
74674,1.3095
74675,0.1635
74676,0.003
74677,0.006
74678,0.006
74679,0.012
74680,0.0135
74681,0.006
74682,0.0045
74683,1.3725
74684,0.0165
74685,0.0225
74686,0.006
74687,0.018
74688,0.0135
74689,0.003
74690,0.0075
74691,0.003
74692,0.0075
74693,0.0075
74694,0.006
74695,0.0105
74696,1.254
74697,0.0465
74698,0.0045
74699,0.0075
74700,0.0
74701,0.0045
74702,0.006
74703,0.006
74704,0.0345
74705,0.0045
74706,0.003
74707,0.0045
74708,0.003
74709,0.003
74710,0.0075
74711,0.006
74712,0.0045
74713,0.0075
74714,0.0075
74715,1.293
74716,0.0045
74717,0.0105
74718,0.0045
74719,0.0255
74720,0.0045
74721,0.015
74722,0.0045
74723,0.5205
74724,0.0375
74725,0.003
74726,0.003
74727,0.0015
74728,0.009
74729,0.0315
74730,0.009
74731,0.009
74732,0.006
74733,0.012
74734,0.0075
74735,0.0105
74736,0.009
74737,0.0075
74738,0.0045
74739,0.036
74740,1.2705
74741,0.0015
74742,0.0045
74743,0.0045
74744,0.003
74745,0.006
74746,0.0045
74747,0.015
74748,0.0105
74749,0.003
74750,0.0105
74751,0.006
74752,0.0015
74753,0.4155
74754,0.036
74755,0.003
74756,0.012
74757,0.006
74758,0.006
74759,0.0015
74760,0.0135
74761,0.0075
74762,0.0045
74763,0.0075
74764,0.009
74765,1.2045
74766,1.1865
74767,0.0075
74768,0.015
74769,1.206
74770,0.0315
74771,1.107
74772,0.0135
74773,0.0105
74774,0.003
74775,0.012
74776,0.012
74777,0.0165
74778,1.212
74779,0.0045
74780,0.006
74781,0.003
74782,0.096
74783,0.2565
74784,0.0135
74785,0.0045
74786,0.0045
74787,0.006
74788,0.0255
74789,0.0075
74790,0.0225
74791,0.003
74792,0.021
74793,0.0105
74794,0.003
74795,0.0075
74796,1.221
74797,0.006
74798,0.012
74799,0.0045
74800,0.123
74801,0.0105
74802,0.009
74803,0.0075
74804,0.0105
74805,0.006
74806,0.0045
74807,0.0045
74808,0.0075
74809,0.0165
74810,0.0105
74811,0.0045
74812,0.0045
74813,0.006
74814,0.0045
74815,0.006
74816,0.0075
74817,0.0045
74818,0.006
74819,0.0045
74820,0.0075
74821,0.0015
74822,0.0015
74823,0.006
74824,0.0135
74825,1.251
74826,0.0045
74827,0.0045
74828,0.006
74829,0.0045
74830,0.0075
74831,0.006
74832,0.009
74833,0.0045
74834,0.0075
74835,0.0045
74836,0.0465
74837,0.054
74838,0.072
74839,1.3725
74840,0.006
74841,1.2735
74842,0.003
74843,0.0045
74844,1.3455
74845,0.0585
74846,0.0255
74847,0.003
74848,0.0105
74849,0.0105
74850,0.0045
74851,0.006
74852,0.0225
74853,0.0075
74854,0.006
74855,0.0045
74856,0.024
74857,0.0105
74858,0.003
74859,0.006
74860,0.006
74861,0.006
74862,0.006
74863,0.0
74864,0.012
74865,0.036
74866,0.0045
74867,0.009
74868,0.003
74869,0.0075
74870,0.03
74871,0.003
74872,0.0075
74873,0.024
74874,0.006
74875,0.006
74876,0.003
74877,0.0015
74878,0.0105
74879,0.015
74880,0.7845
74881,0.009
74882,0.009
74883,0.066
74884,0.0045
74885,0.021
74886,0.0075
74887,0.054
74888,1.2525
74889,0.006
74890,0.0075
74891,1.263
74892,0.003
74893,0.03
74894,0.0045
74895,0.006
74896,0.003
74897,0.0135
74898,0.0255
74899,0.006
74900,0.009
74901,0.0015
74902,0.0015
74903,0.162
74904,0.003
74905,0.009
74906,1.2675
74907,0.0165
74908,0.012
74909,0.0345
74910,0.0405
74911,0.006
74912,0.03
74913,0.0075
74914,0.4125
74915,0.0135
74916,0.006
74917,0.0255
74918,0.012
74919,0.006
74920,1.3335
74921,0.006
74922,0.003
74923,0.003
74924,0.0105
74925,0.003
74926,0.006
74927,0.0045
74928,0.0045
74929,0.0375
74930,0.006
74931,0.009
74932,1.3695
74933,0.027
74934,0.0105
74935,0.009
74936,0.006
74937,0.0045
74938,1.1505
74939,0.018
74940,0.003
74941,0.018
74942,0.009
74943,0.0105
74944,0.0075
74945,0.0675
74946,0.006
74947,0.0075
74948,0.006
74949,0.003
74950,0.003
74951,0.003
74952,0.006
74953,0.003
74954,0.0045
74955,0.0075
74956,0.0225
74957,1.2465
74958,0.009
74959,0.0075
74960,0.0165
74961,0.009
74962,0.021
74963,0.003
74964,0.0045
74965,1.2735
74966,0.042
74967,0.0075
74968,0.006
74969,0.003
74970,0.0135
74971,0.003
74972,0.0045
74973,0.003
74974,0.012
74975,0.0105
74976,0.0075
74977,0.0015
74978,0.0045
74979,0.0135
74980,0.0015
74981,0.003
74982,0.006
74983,1.35
74984,0.009
74985,0.006
74986,0.3945
74987,0.0045
74988,0.006
74989,1.167
74990,0.003
74991,0.003
74992,0.003
74993,0.009
74994,1.356
74995,0.0045
74996,0.003
74997,0.003
74998,0.0075
74999,0.021
75000,0.0075
75001,0.0105
75002,0.006
75003,1.2585
75004,0.0105
75005,0.006
75006,0.0045
75007,0.0075
75008,0.006
75009,0.819
75010,0.009
75011,0.0045
75012,1.248
75013,0.006
75014,0.003
75015,0.009
75016,0.0405
75017,0.009
75018,0.1035
75019,0.0045
75020,0.0075
75021,1.3065
75022,0.0015
75023,0.045
75024,0.006
75025,0.003
75026,0.006
75027,0.0315
75028,0.006
75029,0.0075
75030,0.006
75031,0.0015
75032,0.0075
75033,0.0045
75034,0.0075
75035,0.009
75036,1.3125
75037,0.009
75038,0.003
75039,0.006
75040,0.0015
75041,0.012
75042,0.012
75043,0.009
75044,0.27
75045,0.003
75046,0.0765
75047,0.006
75048,0.0075
75049,0.006
75050,0.003
75051,0.0015
75052,0.009
75053,0.0045
75054,0.0075
75055,1.0845
75056,0.0075
75057,0.009
75058,0.0105
75059,0.0075
75060,0.0015
75061,0.006
75062,0.0045
75063,0.0165
75064,0.033
75065,0.0015
75066,0.0105
75067,0.003
75068,0.0045
75069,0.012
75070,0.0075
75071,0.0105
75072,0.0045
75073,0.0045
75074,1.236
75075,0.0015
75076,0.0045
75077,0.0105
75078,0.006
75079,0.0045
75080,0.003
75081,0.006
75082,0.015
75083,0.0075
75084,0.006
75085,0.0045
75086,0.009
75087,0.042
75088,0.006
75089,1.3365
75090,0.009
75091,0.0075
75092,0.0045
75093,0.0045
75094,0.006
75095,0.015
75096,0.0045
75097,0.009
75098,0.048
75099,0.009
75100,0.006
75101,0.003
75102,0.006
75103,0.0075
75104,0.0375
75105,0.006
75106,0.021
75107,0.006
75108,0.036
75109,0.003
75110,0.0045
75111,0.0015
75112,0.015
75113,0.006
75114,0.015
75115,0.0045
75116,0.045
75117,0.0105
75118,0.006
75119,0.009
75120,0.003
75121,0.0015
75122,0.0075
75123,0.018
75124,0.0105
75125,1.083
75126,0.0105
75127,1.3665
75128,0.006
75129,0.0045
75130,0.03
75131,1.3665
75132,0.006
75133,0.0045
75134,0.003
75135,0.009
75136,0.048
75137,0.0045
75138,0.045
75139,0.006
75140,0.42
75141,0.0045
75142,0.0285
75143,0.0045
75144,0.0015
75145,0.003
75146,0.006
75147,0.003
75148,0.054
75149,0.0045
75150,0.0045
75151,0.045
75152,0.045
75153,0.0015
75154,0.0105
75155,0.0585
75156,0.0045
75157,0.0045
75158,0.0045
75159,0.0255
75160,0.0015
75161,0.0045
75162,0.0195
75163,0.0165
75164,0.0045
75165,0.0075
75166,0.0075
75167,0.009
75168,0.0105
75169,0.003
75170,0.0015
75171,0.009
75172,0.003
75173,0.0075
75174,0.0075
75175,0.0015
75176,0.0105
75177,0.003
75178,0.0045
75179,0.0015
75180,0.003
75181,0.003
75182,0.006
75183,0.0045
75184,0.003
75185,0.003
75186,0.006
75187,0.0015
75188,0.0045
75189,0.0315
75190,0.012
75191,0.0075
75192,0.0405
75193,0.006
75194,0.003
75195,0.0045
75196,0.006
75197,1.164
75198,0.006
75199,0.0345
75200,0.009
75201,0.0045
75202,0.0105
75203,0.0045
75204,1.389
75205,0.039
75206,0.006
75207,1.1775
75208,0.0075
75209,0.009
75210,0.021
75211,0.0045
75212,0.009
75213,0.006
75214,0.006
75215,0.0165
75216,0.0075
75217,0.009
75218,0.018
75219,0.0165
75220,0.003
75221,0.009
75222,1.3065
75223,0.006
75224,0.003
75225,0.0075
75226,0.0045
75227,0.006
75228,0.0045
75229,0.0105
75230,0.0075
75231,0.006
75232,0.006
75233,0.0045
75234,1.2855
75235,0.003
75236,0.228
75237,0.012
75238,0.0015
75239,0.0105
75240,0.0075
75241,0.0735
75242,0.0045
75243,0.0075
75244,0.0045
75245,0.0045
75246,0.0015
75247,0.006
75248,1.32
75249,0.0
75250,0.0075
75251,0.0045
75252,0.003
75253,0.0165
75254,0.006
75255,0.003
75256,0.0075
75257,0.006
75258,0.006
75259,0.0045
75260,0.0045
75261,0.027
75262,0.0045
75263,0.006
75264,0.807
75265,0.0075
75266,0.009
75267,0.0225
75268,0.003
75269,0.0045
75270,0.009
75271,0.009
75272,0.1035
75273,0.006
75274,0.0045
75275,0.0075
75276,0.0075
75277,0.006
75278,0.03
75279,0.003
75280,1.248
75281,0.012
75282,0.009
75283,1.1685
75284,0.0045
75285,0.039
75286,0.006
75287,0.006
75288,0.0225
75289,0.009
75290,0.003
75291,0.0135
75292,1.326
75293,0.006
75294,1.236
75295,0.0315
75296,0.018
75297,0.006
75298,0.003
75299,0.012
75300,0.006
75301,0.006
75302,0.1635
75303,0.0075
75304,0.006
75305,0.1335
75306,0.0015
75307,0.0105
75308,0.012
75309,0.009
75310,0.0045
75311,0.0015
75312,0.0045
75313,0.0045
75314,0.003
75315,0.0255
75316,0.0045
75317,0.1005
75318,0.015
75319,0.006
75320,0.012
75321,0.171
75322,0.0075
75323,0.0855
75324,0.0615
75325,0.0015
75326,0.006
75327,0.0315
75328,0.015
75329,0.0075
75330,0.0495
75331,0.009
75332,0.003
75333,0.0105
75334,0.0555
75335,1.1985
75336,0.015
75337,0.0045
75338,0.006
75339,1.224
75340,0.0105
75341,0.006
75342,0.0075
75343,0.009
75344,0.0195
75345,0.012
75346,0.009
75347,0.003
75348,0.006
75349,0.0045
75350,0.1335
75351,0.009
75352,0.0045
75353,0.0045
75354,0.003
75355,0.0015
75356,0.0075
75357,0.0075
75358,0.006
75359,0.003
75360,0.006
75361,0.0135
75362,0.009
75363,1.242
75364,0.0195
75365,0.0105
75366,0.012
75367,0.006
75368,0.006
75369,0.0045
75370,0.012
75371,0.006
75372,1.356
75373,0.0015
75374,0.0075
75375,0.003
75376,0.0495
75377,1.2915
75378,1.3215
75379,0.003
75380,0.0135
75381,0.0075
75382,0.075
75383,0.0045
75384,0.0075
75385,0.009
75386,0.012
75387,0.0045
75388,0.012
75389,0.9645
75390,0.0045
75391,0.114
75392,0.006
75393,0.003
75394,0.009
75395,0.0075
75396,0.0075
75397,0.0075
75398,0.006
75399,0.006
75400,0.003
75401,0.267
75402,0.0015
75403,0.0075
75404,0.003
75405,0.006
75406,0.075
75407,0.0045
75408,1.353
75409,0.0015
75410,0.003
75411,0.006
75412,0.0045
75413,0.0015
75414,0.009
75415,0.0105
75416,0.012
75417,0.006
75418,0.012
75419,0.009
75420,0.0075
75421,0.006
75422,0.0075
75423,0.0045
75424,0.0045
75425,0.0045
75426,0.012
75427,0.0075
75428,0.0345
75429,0.0225
75430,0.003
75431,0.0075
75432,0.0015
75433,0.069
75434,1.3065
75435,0.006
75436,0.0045
75437,0.072
75438,0.039
75439,1.167
75440,0.009
75441,0.012
75442,1.137
75443,0.021
75444,0.009
75445,0.018
75446,0.003
75447,0.558
75448,0.009
75449,0.135
75450,1.152
75451,0.0105
75452,0.0645
75453,0.015
75454,0.0045
75455,0.003
75456,0.0045
75457,1.281
75458,0.012
75459,0.003
75460,0.003
75461,0.009
75462,0.0045
75463,0.0075
75464,0.0075
75465,0.0045
75466,0.003
75467,0.003
75468,0.0045
75469,1.137
75470,1.2975
75471,1.2105
75472,0.0075
75473,0.003
75474,0.0015
75475,0.0075
75476,0.015
75477,0.0045
75478,0.0375
75479,0.0075
75480,0.009
75481,0.0315
75482,0.0195
75483,0.006
75484,0.006
75485,0.003
75486,0.006
75487,0.006
75488,0.0405
75489,0.0255
75490,0.006
75491,1.1385
75492,0.003
75493,0.0045
75494,0.0075
75495,0.0075
75496,0.0045
75497,0.0075
75498,0.0015
75499,0.003
75500,0.0945
75501,0.0045
75502,0.0375
75503,1.1745
75504,0.0135
75505,1.1175
75506,0.009
75507,0.021
75508,0.027
75509,0.009
75510,0.0075
75511,0.0135
75512,0.0075
75513,0.0435
75514,0.0135
75515,0.0225
75516,0.0045
75517,0.0165
75518,0.102
75519,0.0015
75520,0.0105
75521,0.0045
75522,0.009
75523,0.765
75524,0.003
75525,0.003
75526,0.012
75527,0.012
75528,0.003
75529,0.003
75530,1.332
75531,1.299
75532,0.009
75533,1.077
75534,1.1055
75535,0.006
75536,0.003
75537,0.006
75538,0.1695
75539,0.0045
75540,1.23
75541,0.006
75542,0.06
75543,1.272
75544,0.0075
75545,0.006
75546,0.009
75547,0.003
75548,0.006
75549,0.0075
75550,0.003
75551,0.0075
75552,0.012
75553,0.0045
75554,0.0045
75555,0.009
75556,0.192
75557,0.0135
75558,0.0165
75559,0.0045
75560,0.0105
75561,0.0015
75562,0.042
75563,0.06
75564,0.0105
75565,0.012
75566,0.0195
75567,0.0075
75568,0.006
75569,0.0075
75570,0.0105
75571,0.0075
75572,0.006
75573,0.006
75574,0.009
75575,0.0045
75576,0.0135
75577,0.009
75578,0.0255
75579,0.003
75580,0.0075
75581,0.0045
75582,0.0045
75583,0.0015
75584,0.0075
75585,0.003
75586,0.0405
75587,0.0075
75588,1.251
75589,0.0135
75590,0.009
75591,1.2645
75592,0.0105
75593,0.0045
75594,0.0045
75595,0.012
75596,0.003
75597,1.3065
75598,0.0075
75599,0.006
75600,0.021
75601,0.0075
75602,0.0075
75603,0.006
75604,0.012
75605,0.0135
75606,0.012
75607,0.009
75608,0.006
75609,0.0165
75610,0.003
75611,0.0
75612,0.006
75613,0.0045
75614,0.0075
75615,0.048
75616,0.009
75617,1.2315
75618,0.0045
75619,0.5505
75620,0.003
75621,0.006
75622,1.1805
75623,0.0555
75624,0.0105
75625,0.0045
75626,0.0045
75627,0.0945
75628,0.0045
75629,0.0405
75630,0.0015
75631,0.006
75632,0.0045
75633,0.0345
75634,0.0045
75635,0.009
75636,0.0105
75637,0.009
75638,0.0075
75639,0.0045
75640,1.335
75641,1.2885
75642,0.003
75643,1.1955
75644,0.0045
75645,0.006
75646,0.0015
75647,0.0045
75648,0.006
75649,0.0045
75650,0.009
75651,0.0105
75652,0.045
75653,0.0045
75654,0.006
75655,0.006
75656,0.009
75657,0.0075
75658,0.009
75659,0.003
75660,0.0135
75661,0.009
75662,0.009
75663,0.006
75664,0.012
75665,0.003
75666,0.003
75667,0.0045
75668,0.0795
75669,0.0075
75670,0.015
75671,0.0015
75672,0.006
75673,0.0075
75674,0.0075
75675,0.048
75676,0.0075
75677,0.0435
75678,1.3305
75679,0.0075
75680,0.003
75681,0.006
75682,0.057
75683,0.0225
75684,1.2945
75685,0.003
75686,0.003
75687,0.0015
75688,0.009
75689,0.003
75690,0.0255
75691,0.003
75692,0.0045
75693,0.0195
75694,0.006
75695,0.06
75696,0.003
75697,0.003
75698,0.006
75699,1.3365
75700,0.0075
75701,0.045
75702,0.057
75703,0.078
75704,0.012
75705,0.006
75706,0.0045
75707,0.012
75708,0.0015
75709,0.0075
75710,0.0105
75711,0.009
75712,0.0015
75713,1.1895
75714,0.0585
75715,0.006
75716,0.018
75717,0.3285
75718,0.006
75719,0.0105
75720,0.0285
75721,0.006
75722,0.006
75723,0.006
75724,0.0075
75725,0.021
75726,0.0105
75727,0.0075
75728,0.0255
75729,0.009
75730,0.0045
75731,0.003
75732,0.0075
75733,0.0075
75734,0.033
75735,0.006
75736,0.0105
75737,0.027
75738,0.0045
75739,0.018
75740,0.06
75741,0.009
75742,0.0045
75743,0.006
75744,0.0045
75745,0.0255
75746,0.0075
75747,0.009
75748,0.006
75749,0.0015
75750,0.0045
75751,0.003
75752,0.0015
75753,0.021
75754,0.0015
75755,0.0015
75756,0.0075
75757,0.009
75758,0.0045
75759,1.308
75760,1.356
75761,0.0015
75762,0.006
75763,0.003
75764,0.0015
75765,0.033
75766,0.0225
75767,0.0075
75768,0.0135
75769,0.0045
75770,0.0075
75771,0.003
75772,0.0045
75773,0.006
75774,0.003
75775,0.003
75776,1.146
75777,0.0075
75778,0.0105
75779,0.0075
75780,0.0045
75781,0.009
75782,0.006
75783,1.0845
75784,0.099
75785,1.203
75786,0.009
75787,0.0045
75788,0.012
75789,0.009
75790,0.0075
75791,0.0105
75792,0.315
75793,0.0105
75794,0.0255
75795,0.006
75796,0.0075
75797,0.0075
75798,1.2615
75799,0.009
75800,0.021
75801,1.179
75802,0.003
75803,0.009
75804,0.0015
75805,0.009
75806,0.0285
75807,1.2735
75808,0.0015
75809,0.0285
75810,0.003
75811,0.0015
75812,0.0015
75813,0.0045
75814,0.015
75815,0.006
75816,0.0045
75817,0.0105
75818,0.0225
75819,0.0045
75820,0.0375
75821,0.0135
75822,0.003
75823,0.0075
75824,0.015
75825,0.0165
75826,0.0105
75827,0.006
75828,0.006
75829,0.042
75830,0.018
75831,0.0375
75832,0.0075
75833,0.1065
75834,0.0075
75835,0.0075
75836,0.027
75837,0.006
75838,0.0195
75839,0.0015
75840,0.0255
75841,0.0045
75842,0.0075
75843,0.0075
75844,0.0045
75845,0.0105
75846,0.003
75847,0.006
75848,0.009
75849,0.0015
75850,0.0015
75851,0.0045
75852,0.126
75853,0.0015
75854,0.0075
75855,0.3525
75856,0.003
75857,0.0075
75858,0.0045
75859,0.006
75860,0.0195
75861,0.018
75862,0.0075
75863,0.0015
75864,0.0075
75865,0.006
75866,0.012
75867,1.338
75868,0.0045
75869,0.0045
75870,0.009
75871,0.0045
75872,0.0345
75873,0.8535
75874,1.317
75875,0.0285
75876,0.0045
75877,0.006
75878,0.0045
75879,0.0075
75880,0.2595
75881,0.0075
75882,0.003
75883,0.012
75884,0.0105
75885,0.0075
75886,0.0105
75887,0.0045
75888,1.1475
75889,0.009
75890,0.009
75891,0.003
75892,0.003
75893,0.1185
75894,0.009
75895,0.0075
75896,0.0015
75897,0.0045
75898,0.0045
75899,1.1625
75900,0.1365
75901,0.0045
75902,0.0075
75903,0.0165
75904,0.009
75905,0.003
75906,0.009
75907,0.015
75908,1.2405
75909,1.2225
75910,0.0045
75911,0.0045
75912,0.0075
75913,0.009
75914,0.006
75915,0.009
75916,0.198
75917,0.0375
75918,0.0075
75919,0.0075
75920,0.009
75921,0.0075
75922,0.006
75923,0.0465
75924,0.0045
75925,0.006
75926,0.006
75927,0.006
75928,0.012
75929,0.0075
75930,0.0045
75931,0.0045
75932,0.006
75933,0.003
75934,0.0075
75935,0.006
75936,0.006
75937,0.0045
75938,0.0045
75939,0.006
75940,0.003
75941,0.0045
75942,0.0045
75943,0.006
75944,0.0045
75945,0.036
75946,0.093
75947,0.0015
75948,1.2615
75949,0.0105
75950,0.006
75951,0.0045
75952,0.006
75953,0.0045
75954,0.0045
75955,0.003
75956,0.0135
75957,0.006
75958,0.0165
75959,0.003
75960,0.009
75961,0.033
75962,0.003
75963,0.0105
75964,0.0045
75965,0.003
75966,0.0195
75967,0.006
75968,0.003
75969,0.1845
75970,0.0075
75971,0.0045
75972,0.0045
75973,0.003
75974,0.006
75975,0.0945
75976,0.0075
75977,0.0045
75978,0.003
75979,0.015
75980,0.006
75981,0.003
75982,0.1875
75983,0.0015
75984,0.0075
75985,0.003
75986,0.003
75987,0.0045
75988,0.0105
75989,0.003
75990,0.003
75991,0.0165
75992,0.0795
75993,0.0075
75994,0.003
75995,0.0105
75996,0.0015
75997,1.323
75998,0.0075
75999,0.06
76000,0.006
76001,0.015
76002,0.0045
76003,0.006
76004,0.006
76005,0.006
76006,0.006
76007,0.0075
76008,0.003
76009,0.006
76010,0.0135
76011,0.006
76012,1.338
76013,0.0135
76014,0.006
76015,0.015
76016,1.125
76017,0.006
76018,0.0045
76019,0.0225
76020,0.0105
76021,0.006
76022,0.006
76023,1.0995
76024,0.003
76025,0.006
76026,0.0075
76027,0.0075
76028,0.006
76029,0.0135
76030,0.126
76031,0.0075
76032,0.003
76033,0.003
76034,0.0045
76035,0.0945
76036,0.0045
76037,0.003
76038,0.048
76039,0.009
76040,0.096
76041,0.0735
76042,0.009
76043,0.0075
76044,0.0045
76045,0.0045
76046,0.0075
76047,0.0045
76048,1.0965
76049,0.0045
76050,0.0555
76051,0.0375
76052,0.006
76053,0.0105
76054,0.0045
76055,0.1185
76056,0.003
76057,0.0075
76058,0.0465
76059,0.012
76060,0.0075
76061,0.0015
76062,0.0105
76063,0.003
76064,0.0045
76065,0.006
76066,0.024
76067,0.006
76068,0.006
76069,0.009
76070,0.0075
76071,0.2145
76072,0.0135
76073,0.0075
76074,0.006
76075,0.006
76076,0.0045
76077,0.0045
76078,0.0045
76079,0.0255
76080,0.0075
76081,0.0015
76082,0.006
76083,0.0045
76084,0.0015
76085,0.0045
76086,0.093
76087,0.012
76088,0.006
76089,0.003
76090,0.03
76091,0.003
76092,0.009
76093,0.0045
76094,1.3665
76095,0.0045
76096,0.009
76097,0.0075
76098,0.006
76099,0.0075
76100,0.0555
76101,0.003
76102,0.015
76103,0.105
76104,0.003
76105,0.006
76106,0.0045
76107,0.006
76108,0.003
76109,0.003
76110,0.006
76111,0.045
76112,0.0045
76113,0.0045
76114,0.0075
76115,1.0785
76116,1.2225
76117,0.0045
76118,0.0015
76119,0.009
76120,1.3395
76121,0.012
76122,0.006
76123,1.3665
76124,1.2765
76125,0.009
76126,0.006
76127,0.0045
76128,0.033
76129,0.0015
76130,0.0075
76131,0.0345
76132,0.015
76133,0.0045
76134,0.003
76135,0.006
76136,0.006
76137,0.0045
76138,0.0045
76139,0.012
76140,0.003
76141,0.0255
76142,0.0075
76143,1.3305
76144,0.0075
76145,0.2355
76146,0.0225
76147,0.0075
76148,0.0495
76149,0.009
76150,0.006
76151,0.0735
76152,1.251
76153,0.039
76154,0.0
76155,1.3155
76156,0.087
76157,0.003
76158,0.0045
76159,0.0705
76160,0.015
76161,0.0135
76162,0.006
76163,0.0075
76164,0.0015
76165,0.0045
76166,0.009
76167,0.003
76168,0.0105
76169,0.8595
76170,0.0075
76171,0.0045
76172,0.0045
76173,1.2045
76174,0.024
76175,0.009
76176,0.006
76177,0.0075
76178,0.006
76179,0.003
76180,0.006
76181,0.006
76182,0.0105
76183,0.1275
76184,0.054
76185,0.0075
76186,0.0045
76187,0.0045
76188,0.0045
76189,0.009
76190,0.0075
76191,0.0075
76192,0.006
76193,0.0075
76194,0.0405
76195,1.2285
76196,0.015
76197,0.018
76198,0.0075
76199,1.35
76200,0.006
76201,0.0045
76202,0.0045
76203,0.036
76204,0.006
76205,0.0045
76206,1.0395
76207,0.012
76208,0.0045
76209,0.006
76210,0.0045
76211,0.003
76212,0.0045
76213,0.0045
76214,0.006
76215,0.0045
76216,0.0015
76217,0.006
76218,1.305
76219,0.0045
76220,0.0045
76221,0.0045
76222,1.1475
76223,0.006
76224,0.0075
76225,0.003
76226,0.0075
76227,0.0075
76228,0.009
76229,0.0045
76230,0.006
76231,0.006
76232,0.009
76233,0.0075
76234,0.06
76235,0.036
76236,0.012
76237,0.003
76238,0.0135
76239,0.015
76240,0.003
76241,0.0105
76242,0.0045
76243,0.027
76244,0.0075
76245,0.0045
76246,0.0315
76247,0.003
76248,0.003
76249,1.0965
76250,0.009
76251,0.0075
76252,0.099
76253,0.0045
76254,0.003
76255,0.0045
76256,0.006
76257,0.0045
76258,0.042
76259,0.0195
76260,0.0105
76261,0.0105
76262,0.003
76263,0.006
76264,0.012
76265,0.036
76266,0.0045
76267,0.0045
76268,0.003
76269,0.0
76270,0.009
76271,0.0045
76272,0.009
76273,0.018
76274,0.006
76275,0.0045
76276,0.009
76277,0.0075
76278,0.0045
76279,0.0045
76280,0.0045
76281,0.039
76282,0.006
76283,1.173
76284,0.0045
76285,0.0
76286,0.012
76287,0.0285
76288,0.018
76289,1.2825
76290,0.003
76291,1.194
76292,0.0075
76293,0.0045
76294,0.0045
76295,0.006
76296,1.287
76297,0.006
76298,0.003
76299,0.0045
76300,0.012
76301,0.003
76302,0.0045
76303,0.0075
76304,0.0435
76305,0.0045
76306,0.003
76307,1.0425
76308,0.006
76309,0.0045
76310,0.006
76311,0.0045
76312,0.0045
76313,0.015
76314,0.006
76315,0.0135
76316,0.006
76317,0.006
76318,0.0405
76319,0.0045
76320,0.0075
76321,0.003
76322,0.0165
76323,0.009
76324,0.0075
76325,0.0045
76326,0.0015
76327,0.0045
76328,0.009
76329,0.009
76330,0.0015
76331,0.006
76332,0.0345
76333,0.0045
76334,0.006
76335,0.006
76336,0.006
76337,0.0345
76338,0.0015
76339,0.051
76340,0.135
76341,0.0075
76342,0.0075
76343,0.0135
76344,0.006
76345,1.287
76346,0.0075
76347,0.06
76348,0.018
76349,0.015
76350,0.006
76351,0.003
76352,0.0045
76353,0.012
76354,0.0045
76355,0.015
76356,0.006
76357,0.009
76358,0.0015
76359,0.03
76360,0.0255
76361,0.015
76362,0.003
76363,0.0015
76364,1.2525
76365,0.066
76366,0.006
76367,0.006
76368,0.0105
76369,0.006
76370,0.0045
76371,0.0075
76372,0.006
76373,0.012
76374,0.0045
76375,0.0015
76376,0.009
76377,0.0075
76378,0.003
76379,0.003
76380,0.006
76381,0.006
76382,0.1245
76383,0.012
76384,0.006
76385,0.0105
76386,0.006
76387,0.0045
76388,0.012
76389,0.012
76390,0.006
76391,0.0045
76392,0.006
76393,0.0045
76394,0.0135
76395,0.0135
76396,0.0045
76397,1.188
76398,0.0015
76399,0.09
76400,0.0045
76401,0.0075
76402,0.012
76403,0.006
76404,1.0575
76405,0.003
76406,0.0435
76407,0.0045
76408,0.24
76409,0.003
76410,0.0285
76411,0.009
76412,1.2435
76413,0.0045
76414,0.0015
76415,0.0255
76416,0.006
76417,0.0045
76418,0.0315
76419,0.0075
76420,0.009
76421,0.012
76422,0.006
76423,0.009
76424,0.0075
76425,0.0315
76426,0.048
76427,0.0105
76428,0.006
76429,0.0015
